102264,1604,0
83087,1200,0
65701,941,0
53659,704,0
43595,551,0
32932,416,0
25314,306,0
19028,244,0
13607,200,0
7658,118,0
5096,89,0
4137,76,0
3129,64,0
2497,53,0
1833,47,0
1401,39,0
980,29,0
675,27,0
476,21,0
365,17,0
292,14,0
190,14,0
114,11,0
83,9,0
54,5,0
51,2,0
33,1,0
27,0,0
26,0,0
26,0,0
26,0,0
24,0,0
22,0,0
22,0,0
21,0,0
16,0,0
16,0,0
16,0,0
16,0,0
16,0,0
16,0,0
16,0,0
15,0,0
13,0,0
13,0,0
12,0,0
12,0,0
12,0,0
12,0,0
12,0,0
11,0,0
11,0,0
8,0,0
5,0,0
3,0,0
2,0,0
2,0,0
1,0,0
1,0,0
1,0,0
0,0,0
0,0,0
